contentid,relaAcdntRiskMtr,acmpyTypeCd,relaPosesFclty,relaFrnshPrdlst,etcAcmpyInfo,relaPurcPrdlst,acmpyPsblCpam,relaRntlPrdlst,acmpyNeedMtr
2913315,,일부구역 동반가능,전 층 엘리베이터주차장루프탑반려견 울타리배변패드,,반려견 배변 시 보호자가 즉시 치워주셔야 합니다.38DEGREE는 전 층 오프리쉬입니다. (리드줄 착용하지 않아도 됩니다.)사납거나 소심한 반려견은 리드줄 필수입니다.4층 루프탑은 기저귀 착용 후 입장 가능합니다.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.,,,,
2913316,,일부구역 동반가능,주차장,,광견병 예방접종이 완료된 반려동물에 한해 출입이 가능합니다.반려동물 동반 매장 이용 시 케이지/ 유모차 안에 앉혀주시거나 품에 안아주세요.매장 안이나 매장 앞 마킹 시 소유주의 깨끗한 처리가 필요합니다.매장 안에서 사용하는 식기를 반려동물에게 사용하지 말아주세요.반려동물이 테이블 위에 올라가지 못하도록 주의해 주세요반려동물이 심하게 짖을 시 이용에 제한이 있을 수 있습니다.반려동물이 다른 손님의 테이블에 방해가 되지 않도록 해주세요.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.,,,,
2913317,,일부구역 동반가능,루프탑 반려견 놀이터,,"경계, 짖음이 심하거나 공격성이 있는 반려견은 입장 불가입니다.손님들께서는 다른 반려견에게 무례한 행동을 삼가 주세요.1층 카페를 이용하는 반려견은 목줄 필수입니다.반려견들이 싸울만한 상황(여러 마리 앞에서 간식 꺼내거나 주기, 공 등 장난감 던지기)은 절대 금지입니다. 이를 어길 시 퇴장 조치합니다.bark에서 일어나는 반려견들의 모든 사고(싸움, 물림, 교미)의 책임은 각 견주에게 있으며, bark에서는 민형사적 책임을 일절 지지 않습니다.반려견 배변은 견주님께서 꼭 치워주세요. 배변봉투 전용 쓰레기통이 마련되어 있습니다.옥상에서는 어린아이 및 강아지를 안전하게 보살펴 주세요위험한 행동은 절대 금지입니다. 본인 부주의로 일어나는 모든 사고에 대해 bark는 책임지지 않습니다.)견주님들께서는 본인의 반려견을 관심 있게 보살펴 주세요.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.",,,,
2913318,,일부구역 동반가능,주차장,,"반려견은 리드줄, 켄넬, 반려견 가방 이용 시 동반 가능합니다.반려견 동반 시 다다미 좌석은 이용 불가합니다.맹견 및 견주 케어가 불가능한 반려견은 동반 불가합니다.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.",,,,
2913320,,일부구역 동반가능,주차장,,"반려견 안거나 목줄착용, 켄넬에 넣어서 동반 가능합니다.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.",,,,
2913322,,일부구역 동반가능,단체석주차장,,반려견 동반 시 사전 문의 부탁 드립니다.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.,,,,
2913323,,일부구역 동반가능,단체석주차장,,반려견 동반 시 리드줄 착용 꼭 부탁 드립니다.반려견의 배변 처리를 위해서 개인적으로 물품 지참 부탁 드립니다.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.,,,,
2913324,,일부구역 동반가능,야외 테이블,,"대형견은 동반 불가합니다.반려견 동반으로 식당 내부 이용 시에는 켄넬, 반려견 가방 등을 꼭 지참해주시기 바랍니다. 리드줄만 착용하시면 입장 불가합니다.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.",,,,
2913326,,일부구역 동반가능,나무 오두막 5채개인 텐트 및 캠핑 장비 대여100인치 빔 프로젝트 및 스피커 폴라로이드 사진 촬영미니 풀장(여름)주방 시설샤워 시설반려견 셀프 목욕실셀프 바베큐불멍 캠프파이어,,"소형견,중형견,대형견이 모두 이용 가능한 곳입니다. 대형견이 무섭거나 불편하신 분들께서는 다른 곳을 이용 부탁 드립니다.소형견도 이용이 가능하지만, 중·대형견 주인 분들께서 반려견을 데리고 함께 시간을 보내려고 오시는 곳입니다. 중·대형견 위주의 카페이기 때문에 중·대형견과 함께 노는 것이 불편하신 분들께서는 다른 반려견 카페를 이용해주시기 바랍니다.반려견의 배변은 직접 치워주세요. 휀스 곳곳에 봉투가 구비되어 있습니다. 봉투에 담긴 배변은 파란 쓰레기통에 버려주세요.퇴실 전 운동장에 반려견 배변이 있는지 꼭 확인하고 퇴실 부탁 드립니다.3개월 미만의 강아지, 예방 접종 미실시, 전염병을 가지고 있는 아이들은 입장이 제한됩니다.강아지 또는 사람 사고 발생 시 모든 책임은 보호자께서 책임지셔야 합니다.대관 시 운동장 내에 음식물 반입은 가능하나 반려견들에게 위험한 음식(초콜렛, 닭뼈 등)은 자제 부탁 드립니다.대관 시 외부 음식 반입 가능합니다. 단 외부 음식으로 발생 된 쓰레기는 다시 가져가 주셔야 하며 직접 정리정돈을 해주셔야 합니다. (청소 완료가 되신 분들에 한해 보증금 반환됩니다.)다음 예약한 팀을 위해 10분 전 퇴실하는 매너를 지켜주세요. 운동장 사용 시 뒷정리 및 청소 등은 운동장 사용 시간 내에 모두 마무리 해주세요.(퇴장 시간 이후 추가 된 시간은 10분 당 5,000원 씩 추가 요금 발생합니다.)* 그 외에 내용은 입장 전 이용 수칙 참고 부탁 드립니다.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.",,,,
2913327,,일부구역 동반가능,야외 테이블단체석,,"반려견 동반 시 여름에는 야외 테이블 이용, 겨울에는 켄넬이나 반려견 가방 지참하셨을 경우에 실내 이용 가능합니다.대형견은 실내 동반 불가합니다. 여름에 야외 테이블 이용 시에는 대형견도 동반 가능합니다.짖음이 심한 반려견은 동반 불가합니다.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.",,,,
2913328,,일부구역 동반가능,잔디마당,,"강아지는 10킬로미만 입장가능합니다. 사람아이는 11세부터 입장가능합니다. -호텔은 운영하지않습니다. 놀이방 운영합니다 적응안된 댕댕이.놀이방이용에 제한이있을수있습니다.퍼피쿵은 반려견과 반려인이 함께 하는 공공 쉼터입니다.퍼피쿵은 1인 1음료 선결제입니다.펴피쿵은 실내 기저귀, 매너벨트 필수입니다.(입장 시 1개 무료이고 이후 500원에 판매 합니다)음료 기다리시는 동안 실외 마당에서 배변시켜주세요.반려견의 배변은 견주님이 직접 치워주세요.퍼피쿵에서 일어나는 반려견의 돌발행동에 대해서는 견주님의 책임을 원칙으로 합니다,.퍼피쿵은 반려견의 안전을 위해 만 10세이하는 출입이 금지됩니다.타 반려견에게 간식을 주거사 만지지 마세요.반려견에게 폭력, 가혹행위를 할 경우 즉시 퇴실 조치본이 반려견에게 눈을 데지 마시고 항상 지켜봐 주세요.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.",,10kg 이하,,
2913332,,일부구역 동반가능,주차장야외테이블,,"5kg이하 소형견만 동반가능합니다.반려견 동반 시 전화 예약 필수입니다.야외 테이블 이용 시 반려견 동반 가능합니다.애견 전용이 아니라 애견 동반 가능한 식당입니다.반려견유모차,케이지 미사용 시 출입이 제한됩니다.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.",,5kg 이하,,
2913333,,일부구역 동반가능,주차장,,10kg이하 반려견 동반가능합니다.반려견 리드줄 착용 필수입니다.2층은 반려견 출입 불가입니다.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.,,10kg 이하,,
2913336,,일부구역 동반가능,단체석화장실주차장반려견 운동장,,펫티켓을 지켜주세요.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.,,,,
2913337,,일부구역 동반가능,주차장단체석,,안거나 켄넬에 넣어서 동반 가능합니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.,,,,
2913338,,일부구역 동반가능,주차장외부테이블,,"반려견 리드줄 항시 착용 필수입니다.다른 이용객이 불편하지않게 펫티켓 지켜주시길 부탁드립니다.중형견, 대형견 동반 가능합니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,,,
2913340,,일부구역 동반가능,포토존반려견 운동장,,13kg이하의 소형견만 입장이 가능합니다.예방 접종을 완료한 3개월 이상의 반려견만 입장이 가능합니다.반려견의 배변 처리는 반려인의 의무입니다.반려견으로 인해 발생하는 모든 사고는 보호자의 책임입니다.맹견 품종 또는 다른 반려견과 사람에게 피해를 줄 수 있는 반려견은 입장을 제한 합니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.,,13kg 이하,,
2913348,,일부구역 동반가능,야외테라스 정원야외파라솔분리공간반려동물 놀이터,,실내에서는 목줄 착용 필수입니다.공격성있는 동물은 입장시 입마개 필수입니다.* 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.,,,,
2913349,,일부구역 동반가능,"야외운동장2개 (소형견,중대형견전용)레스트하우스실내수영장실외수영장애견펜션애견카페",,"1. 본 매장은 방문객들의 공용 공간입니다. 보호자의 부주의로 생긴 상황에는 매장이 책임을 지지 않습니다.2. 4차 예방 접종 미 접종견, 맹견 5종 그 외 맹견의 믹스견 및 대형견의 경우 시설을 이용하실 수 없습니다. (입질이 심하거나 통제가 불가능한 반려견, 전염성 질환이 있는 반려견은 출입을 금합니다.)3. 생리 중이거나 마킹을 하는 동물은 매너벨트(기저귀)를 꼭 착용해 주세요. (매너벨트가 없으신 고객님은 매장에서 구매를 부탁 드립니다.)4. 내 아이가 화장실(배변패드) 외에 실례했을 경우 매장 직원에게 도움을 받아 보호자가 직접 치워주세요. 5. 보호자 반려견은 보호자께서 책임지고 관리하셔야 합니다. 다른 고객, 동물들에게 피해가 생기지 않게 주의해 주세요. (상황 발생 시 보호자가 책임지셔야 합니다.)6. 다른 고객의 동물을 소중히 대해주세요. 사진, 접촉 등 동물에게 접근하는 경우 꼭 보호자에게 먼저 문의하여 주세요.7. 입장, 퇴장 시 모든 문이 동시에 개방되어 있지 않게 안전문 사용에 주의하여 주세요.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,28kg 이하,,
2913427,,일부구역 동반가능,"반려견 수영장\n 애견동반 바베큐장,프라이빗풀룸 개별수영장잠빌큰수영장유아 어린이 수영장잠빌 바베큐장 농구대",TV 에어컨 식탁 냉장고 전기밥솥 전기쿡탑 취사도구,"반려견 동반 시 사전 문의 부탁 드립니다.객실 특성상 대형견 입실 어렵습니다.털빠짐이 심한 견종은 입실이 안됩니다. (비글, 스피치, 시베리안, 리트리버, 웨시코기...등) * 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,,,
2913428,,일부구역 동반가능,바베큐장,"침대, PC, 공기청정기, 스타일러, 조리도구, 에어컨, TV, 냉장고, 전자레인지, 식기류, 인덕션",소형견만 동반 가능합니다 반려견 동반 시 사전 문의 부탁 드립니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.,,,,
2913431,,일부구역 동반가능,카페개별바베큐장스위밍스파제트스파정원개인수영장,,반려견 동반 시 사전 문의 필수입니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.,,,,
2913432,,일부구역 동반가능,노래방야외 바베큐장캠핑장캠프파이어 가능,"에어컨, TV, 취사시설, 식탁, 냉장고, 커피포트","반려견 동반시 사전 문의 필수입니다.7kg미만 소,중형견만 입실 가능합니다.반려견 용품은 직접 준비하셔야 합니다.반려견 동반에 대한 추가비용 현장 결제입니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,7kg 이하,,
2913433,,일부구역 동반가능,#NAME?,,7kg 이하 반려견 동반 가능합니다.반려견 동반시 사전 연락 바랍니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.,,7kg 이하,,
2913441,,일부구역 동반가능,바베큐,"에어컨, 식기류, 수건, 인터넷, 세면용품, 드라이기, 냉장고, 가스렌지, IPTV, 싱크대, 전기밥솥","반려견 동반 입실 시 소형견 1마리 당 2만원의 추가 요금 ,대형견은 입실 불가 입니다.이용 중 집기 파손은 반드시 펜션지기에게 알려주시기 바랍니다.조용하고 편안한 휴식을 위해 무분별한 음주, 고성방가는 삼가하여 주시기 바랍니다.미성년자는 보호자 동반 시 입실이 가능합니다.입실 시간은 당일 14시부터 이며 퇴실 시간은 다음날 12시까지 입니다.예약 시 이용 금액의 50%를 입금해주셔야 예약이 완료됩니다.입금은 예약자 이름으로 해주시기 바랍니다.예약 금액 입금 후 반드시 전화로 확인 바랍니다.기준 인원 초과 시 1인 당 1만원의 추가 요금이 있습니다.최대 인원 초과 시 입실 및 환불이 불가 합니다.객실 내에서는 절대 금연 및 육류(삼겹살 및 튀김류)등의 구이를 금지하오니 실외 지정된 장소 및 자연과 벗한 바베큐장을 이용하시길 부탁 드립니다.저녁 10시 이후의 바베큐장 이용 및 고성방가는 타 객실 손님을 위하여 금지하오니 양해 바랍니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,10kg 이하,,
2913442,,일부구역 동반가능,개별바비큐 에어 바운스(하절기운영) 방갈로 매점 족구장 유기농텃밭 계곡,"에어컨, TV, 가스렌지, 냉장고, 조리기구, 침구류유아전동카",반려견 동반 시 사전 문의 부탁 바랍니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.,,,,
2913443,,일부구역 동반가능,"밥그릇&amp;물그릇\n 배변패드\n 목욕타월\n 강아지 계단(슬라이드식),공동 바베큐장 루프탑 반려견 놀이터 반려견 목욕 시설 주차장","상비약기본양념바디워시, 샴푸, 치약, 비누(칫솔은 비치되어 있지않습니다.)",5kg 이하 소형견 2마리 무료 또는 5kg 이상 중형견 1마리 무료입니다.15kg 이상 반려견은 사전 전화 문의 바랍니다. 외출 시 반려견을 꼭 데리고 외출 하셔야 합니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.,,15kg 이하,,
2913450,,일부구역 동반가능,"셀프 반려견 목욕실\n 천연 잔디 운동장\n 반려견 수영장\n 안전펜스,주차장 옥외 루프탑 카페 바베큐장","반려견 식기, 샴푸, 수건, 배변패드","대형견은 사전 문의 필수입니다.9kg 이하 1견은 무료, 13kg 이하 1견 2만원(전화&amp;문자 문의)애견 비용은 최초 1회만 받습니다.중대형견 마당산책시 리드줄 필수.한 객실당 최대 2견만 가능. (3견이상시 사전문의 필수)짖음이 심한 경우 입실 불가.맹견 절대불가. (도사견, 아메리칸 핏불테리어, 스테퍼드셔 테리어, 로트와일러, 불테리어, 마스티프, 라이카, 오브차카, 캉갈, 울프독, 카네코르소 및 해당견종과 믹스견)애견 성향에 따라 공동마당 출입거부 될수있음.견종에 따라 입실불가 사전문의 필수. (대형견 사전고지 없이 예약시 입실거부 될수있음.)마당 및 객실에 애견 방치후 보호자 외출 절대불가. (해당사유는 환불불가 퇴실조치 될수있음. )마당산책시 보호자 동행필수. 배변처리 필수.애견용 샴푸, 수건, 패드, 드라이기, 애견식기 등 애견용품 무료 제공.펜션은 애견이 뛰어놀수 있는 장소만 제공할뿐, 배변처리 및 보호의 의무가 없음.애견 셀프 샤워시설 이용후 뒷정리 미흡시 펜션지기 판단으로 객실외 모든시설 이용불가 조치 할수있음.애견샤워시설 펜션 입실전, 퇴실당일 이용불가.3시 입실전 마당 이용불가.반려견간의 사고 발생시 보호자간 분쟁조정, 펜션은 조정 의무없음펫티켓을 준수 하지 않는 분은 예약하지 말아주세요.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,13kg 이하,,
2913476,,일부구역 동반가능,"옥외 반려견 쉼터 (무료 애완견 샤워 및 동반 휴식공간),주차장 바베큐장 샤워장","에어컨 TV 취사도구 와이파이 욕실비품(샴푸, 바디워시, 치약)","사전 동의 없이 반려견 입실 불가합니다. 반려견 동반 시 사전 문의 필수입니다. 소형견, 중형견, 대형견 가능하며 자세한 사항은 전화 문의 부탁 드립니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,,,
2913594,,일부구역 동반가능,"반려견 운동장,세미나실(사용 전 문의)평상주차장반려견 운동장개별 바베큐","침대, 에어컨, TV, 취사 시설, 식탁, 냉장고, 전자레인지, 커피포트, 전기밥솥","반려동물 입실 가능 펜션 외에 반려동물 동반 시 입실이 거부될 수 있으며 해당 사유로 환불 받을 수 없습니다.반려동물 비품은 제공되지 않으니 배변패드, 리드줄 등 기타 용품 개별 지참 부탁 드립니다.반려동물에 의한 침구류 세탁이 필요한 경우 세탁비가 청구 될 수 있습니다.체크인 시 반려 동물 확인 필수, 산책 시 리드줄 착용 필수 및 관리 부탁 드립니다.객실 당 2마리까지 입실 가능합니다.대형견 동반 시 사전에 상담 부탁 드립니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,,,
2913602,,일부구역 동반가능,주차장 펜션 앞 계곡 개별 바베큐장,비상약품 기본양념,"반려견과 함께 숙박하실 수 있는 객실을 별도 운영합니다.(201호,202호,203호,205호,206호)대형 견종을 제외한 5kg이하 소형견에 한해 객실 동반 입실 가능합니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,5kg 이하,,
2913604,,일부구역 동반가능,반려견 운동장바베큐장바우길 산책로,배변봉투(비닐),"소형견(10kg) 외 중형견, 대형견은 예약이 불가하며 기준 마리 수 또는 몸무게 초과 시에는 문의 바랍니다.반려견을 방에 방치하고 펜션 밖 외출하는 행동 절대 금지합니다.펜션 내 반려 동물 배변 시 지정된 장소에 구비 되어있는 비닐을 이용하여 배치된 배변 휴지통에 처리하셔야 합니다.마킹이 있는 또는 생리 중인 반려동물은 매너 밸트 반드시 착용 부탁 드립니다.반려동물이 이불, 카펫, 발판 등 침구류에 실수를 했을 경우 바로 말씀해주시길 바랍니다. (바로 조치를 취하지 않으면 이불을 폐기해야 하는 경우가 발생됨으로 변상금이 발생할 수 있음)* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,,,
2913605,,일부구역 동반가능,"개울가\n 반려견 운동장\n 실내 바베큐장,개울가수영장(반려견 동반 불가)반려견 운동장멀티룸실내 바베큐장식당","TV,침대,식탁,에어컨,냉장고,세탁기,취사도구,전기밥솥,전자레인지,가스렌지,욕실용품,인터넷","바베큐 이용 시간 : 15:00 ~ 21:00수영장 이용 시간 : 10:00 ~ 19:0010kg 미만 반려견만 동반 가능(중·대형견 입장 불가)피부병,감기,알러지 등 전염성이 있는 아이들은 입장 불가합니다.입질과 공격성을 나타내는 친구들은 입장 불가합니다.입장 하실 때에는 꼭 리드줄을 해주세요.힐링하시개 어디서든 뛰어 다닐 수 있는 환경이지만 견주분께서 항상 바라봐주세요.내 아이들의 대,소변은 견주들께서 치워주세요.※우리 아이들은 언제든 다툴 수 있으니 항상 지켜봐주세요※(반려견들끼리의 모든 사고는 책임지지 않습니다.)(손님 강아지로 인한 사고 발생 시 그에 대한 책임 비용을 100% 청구합니다.)고성방가등으로 인해 타인에게 피해가 되는 경우에는 퇴실 조치 되며 환불은 불가합니다.집기파손의 경우에는 반드시 펜션지기에게 알려주셔야 되며, 배상을 기본 원칙으로 합니다.미성년자는 꼭 보호자와 동반해야 이용이 가능합니다.실내에서는 절대 금연입니다. 흡연은 실외에서 해주시기 바랍니다.객실 내 비치 된 주의사항을 꼭 읽어주세요.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,10kg 이하,,
2913606,,일부구역 동반가능,"반려견 전용 샤워장,도도 정원바베큐반려견 전용 샤워장","반려견 용품(방석, 배변판, 패드, 샴푸, 전용 수건, 탈취제, 물티슈, 사료통) 완비기본 양념 무료 제공상비약",최대 2마리 입실 가능합니다.반려견 동반을 원할 경우 사전 문의 필수입니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.,,7kg 이하,,
2913607,,일부구역 동반가능,"반려견 운동장\n  반려견 포토존\n  반려견 놀이시설,수영장(하절기) 반려견 운동장 반려견 포토존 개별 스파 실내 바베큐장 야외 바베큐장 미하스 정원 공방 카페 스포츠 시설","반려견 용품 (배변판, 식기, 반려견 방석, 반려견 수건) 커피무료제공",소형견 8kg 미만 객실 당 최대 2마리 동반 가능합니다. 반려견을 객실 내 또는 펜션에 혼자 두지 마세요. 반려견 배변을 잘 처리해 주세요. (휴지 사용 바랍니다) 반려견 수건은 반려견 목욕 시 사용해 주세요. (걸레로 사용 금지) 반려견이 너무 짖지 않도록 관리해 주세요.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.,,8kg 이하,,
2913609,,일부구역 동반가능,"반려견 운동장\n  반려견 수영장\n  드라이룸,바베큐장 야외수영장(하절기) 노래방 드라이룸 넓은 운동장 주차장",반려견 식기 반려견 침구,반려견 동반을 원하실 경우 사전 문의 및 상담 필수입니다.반려견 동반으로 예약하지 않으셨을 경우 입실 불가입니다.10kg 미만 최대 2마리까지 입실 가능합니다.(사전 전화 문의 시 최대 4마리까지 가능)반려견만 객실에 두고 외출 불가입니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.,,10kg 이하,,
2913612,,일부구역 동반가능,바베큐 인근 해수욕장,"와이파이인덕션세면도구(바디워시, 샴푸, 린스)에어컨개별바베큐취사도구","대형견 입실 절대 불가합니다.반려견 용품 개인 지참 필수입니다. (리드줄 필수)5kg미만의 소, 중형견 객실 당 2마리까지만 입실 가능합니다.반려견동반 시 발생하는 사고는 펜션에서 책임지지 않습니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,5kg 이하,,
2913615,,일부구역 동반가능,바베큐장,"TV, 에어컨, 냉장고, 전기밥솥, 커피포트, 헤어드라이기, 주방집기일체, 삼푸, 수건, 비누, 치약",대행사가 아닌 펜션 홈페이지에서 예약 시 소·중형견 1마리 동반 무료입니다. (반려묘도 입실 가능)배변패드가 필요하실 경우 사전에 연락 주시면 준비해 드립니다.반려견 동반 시 배변 및 배변패드를 정리하지 않고 가시거나 이불에 용변 실수를 한 경우 추가 청소비 3만 원 부과됩니다.침구에 용변 실수를 했을 경우 바로 말씀 주시기 바랍니다.(폐기 처분 될 경우 변상금이 부과)* 반려견 동반 운영 정책은 현지 사정에 따라 변동될 수 있습니다.,,,,
2913616,,일부구역 동반가능,-,,"1객실 당 최대 2마리 가능, 대형견은 1마리 가능합니다. 실외 배변이 가능하거나 배변 훈련이 되어있어야 합니다. 반려동물 혼자 숙소에 방치하셔선 안됩니다. 케이지나 침대 혹은 전용 담요를 가져오시면 좋겠습니다. 산책 시 배변 정리를 잘해주세요. 벽지나 장판, 침구 등 시설에 문제가 생기면 수리비를 지불하셔야 합니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,,,
2913618,,일부구역 동반가능,"반려견 전용 공간,개별 스파개별 바베큐가든반려견 전용 공간","TV , 침대, 식탁, 에어컨, 냉장고, 드라이기, 취사도구, 전자레인지, 가스레인지, 세면도구","C, D동은 pet동으로 애완견(소형견)과 고양이 외 다른 반려동물도 가능합니다.대형견이나 다른 동물 및 자세한 사항은 사전 문의 부탁 드립니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,,,
2913619,,일부구역 동반가능,"반려견 운동장,야외 수영장바베큐장자작나무 산책길",반려견 식기반려견 방석배변패드,"반려견을 동반하지 않을 경우 예약하실 수 없습니다.객실 당 최대 반려견 수는 101호, 102호 : 3마리 / 201호 : 1마리 / 202호, 203호 : 2마리 입니다.12kg 이하 중·소형견에 한하여 동반 가능합니다.→ 예약 시 반려견의 몸무게, 견종, 중성화 여부와 이름을 기재해 주세요.→ 상황에 따라 현장에서 반려견 무게 계측이 있을 수 있습니다.→ 반려견 실제 몸무게와 기재된 몸무게가 다를 시 예약 취소 및 입실 거부 됩니다.반려견을 객실에 두고 외출하실 수 없으며, 펜션 내에서 반려견을 방치하여 발생하는 사고에 대해서는 책임을 지지 않습니다.반려견은 항상 보호자의 관리와 통제 하에 있도록 해주셔야 합니다.반려견이 무엇을 하는지 항상 주의와 관심을 기울여주세요.반려견의 돌발 행동으로 인한 사고 및 피해 보상은 보호자의 책임입니다.사람 또는 반려견에게 심한 공격성을 보이거나 공격한 반려견은 퇴실 조치가 취해질 수 있습니다.(환불 불가)생리중이거나 마킹이 심한 반려견은 매너벨트를 입혀주세요.?피부병 등 전염성 질환이 있는 반려견의 경우 입실이 불가합니다.?반려견의 용변은 바로 처리해 주세요.마킹이 있는 반려견은 매너벨트를 착용해 주시고 생리 중인 반려견은 기저귀를 착용해 주세요. ?생리 중이거나 발정 기간인 반려견은 시설 이용에 제한이 있을 수 있습니다.?공격적인 반려견은 입마개를 필히 착용해 주세요.다른 반려견에게 간식 등 음식물을 줄 경우 반드시 견주에게 물어보세요.(알러지, 비만 예방)?반려견의 돌발행동으로 인한 사고 및 피해보상은 보호자의 책임입니다. 심한 공격성을 보이거나 사람 또는 다른 반려견을 공격한 반려견은 퇴실 조치하겠습니다.반려견 식기, 반려견 방석은 준비되어 있습니다. (배변패드가 필요하신 경우 따로 펜션지기에게 말씀해 주세요)* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,12kg 이하,,
2913626,,일부구역 동반가능,주차장 바베큐장 파도노래방 바다낚시,,반려견 동반을 원할 경우 사전 문의 및 상담 필수입니다. 10kg미만만 동반 가능합니다. 각 객실 당 최대 2마리 가능합니다.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.,,10kg 이하,,
2913632,,일부구역 동반가능,"반려견 드라이룸\n 반려견 수영장\n 반려견 운동장,다락방넓은 데크","TV, 소파,전자렌지,드라이기, 밥솥, 냉장고, 커피포트, 주방시설, 침대, 식탁, 다락방, 넓은 데크와 바베큐용 그릴과 테이블, 에어컨","예약자 정보 입력시 기타사항란에 동반 견종 및 마리 수,이름을 꼭 적어주세요.반려동물 역시 1객실 2마리 기준이고 그 이상 일 경우 추가 요금이 있어요.(1객실 2마리까지 추가)반려견 드라이룸 사용은 오셔서 결정하세요!생일 달에 방문 예정인 아가들은 예약 시 기타 란에 적어주시면 작은 선물과 축하이벤트준비되어있어요!!퇴실 시간은 마지막 이용일 오전 12시까지 입니다.다음 손님을 위해서 정리 정돈을 부탁드려요~!쓰레기는 외부 쓰레기 분리함에 반드시 분리수거 해주세요~!객실 기준 인원 이상 인 경우 추가 요금 있습니다.(최대 인원을 초과 하실 수 없어요)전화 상담은 오전 9시~오후 10시까지.* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,,,
2913633,,일부구역 동반가능,"반려견 샤워 및 드라잉 시설\n 반려견카페\n 반려견 잔디 운동장,드라잉실1층 대기마당2층 바다뷰마당1층 반려견카페잔디운동장",,"반려동물펜션으로, 방음 시공을 하였으나 도로와 인접하여있어 소음이 발생할수 있습니다. 소음에 민감하신 분들은 예약에 주의해주세요.예약시 메모란에 (이름/견종) 을 필수기입해주세요.기본 2인1견(소형견) 요금으로 기본 인원과 견초과시 추가요금이 발생합니다.1층 애견유치원에서 유료 데이케어 &amp;호텔링 가능합니다. (예약시 메모란에 기입)중, 대형견은 객실 추가요금이 발생합니다. (사전 문의 및 예약 전화 필수)* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,,,
