addr1,addr2,zipcode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,eventstartdate,eventenddate,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,areacode,sigungucode,tel,title,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3,progresstype,festivaltype
경기도 양평군 곱다니길 55-2,,12529,A02,A0207,A02070200,1762432,15,2.01212E+13,20241123,20250303,http://tong.visitkorea.or.kr/cms/resource/91/3108391_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3108391_image3_1.jpg,Type3,127.6574136,37.51455041,6,2.02412E+13,31,19,031-775-5205,양평빙송어축제,41,830,EV,EV01,EV010600,선택안함,선택안함
경기도 양평군 단월면 백동길 269-19,백동저수지,12528,A02,A0207,A02070200,2469685,15,2.01612E+13,20250117,20250223,http://tong.visitkorea.or.kr/cms/resource/27/3072627_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/27/3072627_image3_1.JPG,Type3,127.6843181,37.56103996,6,2.02502E+13,31,19,031-771-7750,양평빙어축제,41,830,EV,EV01,EV010600,선택안함,선택안함
경기도 양평군 개군면 하자포길33번길 8,개군면사무소,12568,A02,A0207,A02070200,991385,15,2.01004E+13,20250329,20250330,http://tong.visitkorea.or.kr/cms/resource/37/3474437_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/3474437_image3_1.jpg,Type3,127.5368299,37.42604733,6,2.02506E+13,31,19,031-770-3342,양평산수유한우축제,41,830,EV,EV01,EV010200,선택안함,선택안함
경기도 양평군 청운면 용두로 170,,12530,A02,A0207,A02070200,3499540,15,2.02506E+13,20250705,20250706,http://tong.visitkorea.or.kr/cms/resource/38/3499538_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/3499538_image3_1.jpg,Type3,127.7107409,37.55630767,6,2.02506E+13,31,19,031-770-3232,양평수박축제,41,830,EV,EV01,EV010300,,
광주광역시 동구 문화전당로 38,,61485,A02,A0207,A02070200,2490640,15,2.01704E+13,20250503,20250505,http://tong.visitkorea.or.kr/cms/resource/22/3487522_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/3487522_image3_1.jpg,Type3,126.9192936,35.1460861,6,2.02504E+13,5,3,1899-5566,어린이 가족문화축제 하우펀 11,29,110,EV,EV01,EV010200,선택안함,선택안함
서울특별시 강남구 테헤란로7길 21 (역삼동),,6130,A02,A0207,A02070200,3489432,15,2.02505E+13,20250505,20250505,http://tong.visitkorea.or.kr/cms/resource/13/3495413_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/3495413_image3_1.jpg,Type3,127.0301682,37.50072393,6,2.02506E+13,1,1,02-3413-4827,어린이날 도서관 큰 잔치,11,680,EV,EV01,EV010200,,
경상북도 영주시 순흥면 선비세상로 1,,36013,A02,A0207,A02070200,3115750,15,2.02404E+13,20250503,20250506,http://tong.visitkorea.or.kr/cms/resource/60/3487860_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/60/3487860_image3_1.png,Type3,128.5853499,36.93086558,6,2.02504E+13,35,14,054-630-9700,어린이선비축제,47,210,EV,EV01,EV010400,선택안함,선택안함
서울특별시 구로구 신도림동,232-38 안양천 생태초화원,8213,A02,A0207,A02070200,3384223,15,2.0241E+13,20250919,20251026,http://tong.visitkorea.or.kr/cms/resource/02/3544902_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/02/3544902_image3_1.JPG,Type3,126.8767819,37.51106998,6,2.02509E+13,1,7,02-860-2282,어울림정원 빛축제,11,530,EV,EV01,EV010200,,
강원특별자치도 화천군 화천읍 산천어길 137,,24114,A02,A0207,A02070100,507599,15,2.00803E+13,20250111,20250202,http://tong.visitkorea.or.kr/cms/resource/00/3064900_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/00/3064900_image3_1.png,Type3,127.7099023,38.11268184,6,2.02501E+13,32,17,1688-3005,얼음나라화천 산천어축제,51,790,EV,EV01,EV010100,선택안함,선택안함
경기도 가평군 청평면 에덴벚꽃길 139,경기도 가평군 청평면 에덴벚꽃길 일원,12449,A02,A0207,A02070200,2484272,15,2.01703E+13,20250405,20250420,http://tong.visitkorea.or.kr/cms/resource/89/3483089_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/3483089_image3_1.jpg,Type3,127.4770526,37.78559895,6,2.02504E+13,31,1,031-585-0025,에덴벚꽃길 벚꽃축제,41,820,EV,EV01,EV010200,선택안함,선택안함
강원특별자치도 원주시 흥업면 연세대길 1,연세대학교 미래캠퍼스,26493,A02,A0207,A02070200,3019130,15,2.0231E+13,20250607,20250608,http://tong.visitkorea.or.kr/cms/resource/11/3493411_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/3493411_image3_1.jpg,Type3,127.9045954,37.27707411,6,2.02505E+13,32,9,033-760-9885,에브리씽 페스티벌,51,130,EV,EV01,EV010600,,
서울특별시 중구 을지로 281 (을지로7가),,4566,A02,A0208,A02081300,3533382,15,2.02509E+13,20250919,20250921,http://tong.visitkorea.or.kr/cms/resource/81/3533381_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/81/3533381_image3_1.png,Type3,127.009571,37.56610763,6,2.02509E+13,1,24,010-6621-8624,엔터테크 서울 2025,11,140,EV,EV03,EV030400,선택안함,선택안함
강원특별자치도 인제군 남면 부평리,426,24646,A02,A0207,A02070200,3304549,15,2.02405E+13,20250726,20250810,http://tong.visitkorea.or.kr/cms/resource/99/3510499_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/3510499_image3_1.jpg,Type3,128.0956319,37.99163933,6,2.02507E+13,32,10,033-460-8900,여름愛 인제愛 빠지다,51,810,EV,EV01,EV010600,,
제주특별자치도 제주시 판조로 253-6,,63003,A02,A0207,A02070200,2823399,15,2.02206E+13,20250515,20250715,http://tong.visitkorea.or.kr/cms/resource/91/3488791_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/91/3488791_image3_1.JPG,Type3,126.2177587,33.34920329,6,2.02504E+13,39,4,064-773-0000,여름꽃 & 능소화축제,50,110,EV,EV01,EV010500,선택안함,선택안함
서울특별시 마포구 월드컵로 251 (성산동),,3901,A02,A0208,A02081200,2487911,15,2.01703E+13,20250503,20250503,http://tong.visitkorea.or.kr/cms/resource/00/3480400_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/3480400_image3_1.jpg,Type3,126.8964785,37.5659584,6,2.02506E+13,1,13,02-2036-9214,여성마라톤대회,11,440,EV,EV03,EV030300,선택안함,선택안함
전라남도 여수시 동문로 11 (군자동),여수 진남관,59731,A02,A0207,A02070200,3348286,15,2.02408E+13,20250725,20250726,http://tong.visitkorea.or.kr/cms/resource/17/3500717_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/3500717_image3_1.jpg,Type3,127.7365903,34.74132894,6,2.02506E+13,38,13,061-659-2836,여수 국가유산 야행,46,130,EV,EV01,EV010400,,
전라남도 여수시 중흥동,1638-39 흥국사 산림공원,59615,A02,A0207,A02070200,526696,15,2.00803E+13,20250322,20250323,http://tong.visitkorea.or.kr/cms/resource/74/3482774_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/3482774_image3_1.jpg,Type3,127.6957946,34.82309129,6,2.02503E+13,38,13,061-691-3104,여수 영취산 진달래축제,46,130,EV,EV01,EV010200,선택안함,선택안함
전라남도 여수시 선어시장길 6 (중앙동),,59737,A02,A0207,A02070200,553315,15,2.00804E+13,20250503,20250505,http://tong.visitkorea.or.kr/cms/resource/58/3113158_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/58/3113158_image3_1.JPG,Type3,127.7363904,34.73961524,6,2.02503E+13,38,13,061-659-4743,여수거북선축제,46,130,EV,EV01,EV010200,선택안함,선택안함
전라남도 여수시 돌산읍 향일암로 60,대한불교조계종 향일암 일원,59778,A02,A0207,A02070200,661446,15,2.00812E+13,20241231,20250101,http://tong.visitkorea.or.kr/cms/resource/41/2579941_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2579941_image3_1.jpg,Type3,127.8030077,34.59382992,6,2.02501E+13,38,13,061-659-4743,여수향일암일출제,46,130,EV,EV01,EV010200,취소,선택안함
경기도 여주시 금사면 이여로 1278,,12604,A02,A0207,A02070200,141251,15,2.00609E+13,20250606,20250608,http://tong.visitkorea.or.kr/cms/resource/36/3300136_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/36/3300136_image3_1.JPG,Type3,127.5322258,37.38923762,6,2.02506E+13,31,20,031-887-3893,여주금사참외축제,41,670,EV,EV01,EV010200,선택안함,선택안함
경기도 여주시 천송동,290-3 신륵사국민관광지,12613,A02,A0207,A02070200,552022,15,2.00804E+13,20250501,20250511,http://tong.visitkorea.or.kr/cms/resource/50/3507050_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/50/3507050_image3_1.JPG,Type3,127.655695,37.29921141,6,2.02507E+13,31,20,031-881-9692,여주도자기축제,41,670,EV,EV01,EV010300,선택안함,선택안함
경기도 여주시 천송동,290-3,12613,A02,A0207,A02070100,1147035,15,2.01012E+13,20251031,20251102,http://tong.visitkorea.or.kr/cms/resource/17/3344417_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/17/3344417_image3_1.JPG,Type3,127.6557727,37.29917253,6,2.02508E+13,31,20,031-881-9692,여주오곡나루축제,41,670,EV,EV01,EV010100,선택안함,선택안함
경기도 여주시 흥천면 귀백리,168-3번지 일원,12607,A02,A0207,A02070200,2541370,15,2.01804E+13,20250411,20250413,http://tong.visitkorea.or.kr/cms/resource/81/3480281_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/3480281_image3_1.jpg,Type3,127.5587995,37.34844838,6,2.02503E+13,31,20,031-887-3875,여주흥천남한강 벚꽃축제,41,670,EV,EV01,EV010500,선택안함,선택안함
"서울특별시 마포구 동교로 233 (연남동, 이트라이브연남빌딩)",일대,3984,A02,A0207,A02070200,3368863,15,2.02409E+13,20250927,20250927,http://tong.visitkorea.or.kr/cms/resource/86/3542886_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/3542886_image3_1.jpg,Type3,126.92404,37.56101225,6,2.02509E+13,1,13,02-3153-6860,연남동 주민화합 대축제,11,440,EV,EV01,EV010600,,
서울특별시 종로구 우정국로 55 (견지동),"조계사, 종로 거리, 광화문광장 등",3144,A02,A0207,A02070200,531460,15,2.00804E+13,20250426,20250427,http://tong.visitkorea.or.kr/cms/resource/75/3115875_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/3115875_image3_1.jpg,Type3,126.982751,37.57397846,6,2.02503E+13,1,23,02-2011-1744~7,연등회,11,110,EV,EV01,EV010400,선택안함,선택안함
충청남도 논산시 연산면 선비로275번길 31-2,,32913,A02,A0207,A02070200,639993,15,2.0081E+13,20251017,20251019,http://tong.visitkorea.or.kr/cms/resource/53/3543453_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/3543453_image3_1.jpg,Type3,127.2007521,36.21241704,6,2.02509E+13,34,3,041-730-2945,연산대추문화축제,44,230,EV,EV01,EV010200,선택안함,선택안함
인천광역시 연수구 센트럴로 350 (송도동),,22005,A02,A0207,A02070200,2849159,15,2.02209E+13,20251017,20251019,http://tong.visitkorea.or.kr/cms/resource/15/3359015_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/3359015_image3_1.jpg,Type3,126.6305767,37.40525291,6,2.02505E+13,2,8,032-749-7330,연수 능허대 문화축제,28,185,EV,EV01,EV010400,선택안함,선택안함
"부산광역시 연제구 고분로13번길 25 (연산동, 연산동 쌍용아파트)",,47549,A02,A0207,A02070200,3393256,15,2.0241E+13,20241025,20250210,http://tong.visitkorea.or.kr/cms/resource/69/3393169_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/3393169_image3_1.jpg,Type3,129.0845137,35.18715592,6,2.02501E+13,6,13,051-852-1021,연제오방맛길 빛 축제,26,470,EV,EV01,EV010600,,
경기도 연천군 전곡읍 전곡리,515,11028,A02,A0207,A02070200,2870929,15,2.0221E+13,20251017,20251026,http://tong.visitkorea.or.kr/cms/resource/39/3541739_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/3541739_image3_1.jpg,Type3,127.0613895,38.01470075,6,2.02509E+13,31,21,031-839-4214,연천 국화축제,41,800,EV,EV01,EV010500,선택안함,선택안함
경기도 연천군 전곡읍 양연로 1510,,11027,A02,A0207,A02070100,534220,15,2.00804E+13,20250502,20250505,http://tong.visitkorea.or.kr/cms/resource/24/3115324_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/3115324_image3_1.jpg,Type3,127.0611507,38.01228159,6,2.02509E+13,31,21,1588-7890,연천구석기축제,41,800,EV,EV01,EV010100,선택안함,선택안함
경기도 연천군 전곡읍 전곡리,515,11028,A02,A0207,A02070200,2591661,15,2.01903E+13,20251024,20251026,http://tong.visitkorea.or.kr/cms/resource/17/3537717_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/3537717_image3_1.jpg,Type3,127.0613784,38.01464243,6,2.02509E+13,31,21,031-839-2314,연천율무축제,41,800,EV,EV01,EV010300,선택안함,선택안함
전라남도 영광군 법성면 진굴비길 154-13,법성포단오제 전수교육관 및 법성포 뉴타운 일원,57009,A02,A0207,A02070200,920977,15,2.01001E+13,20250529,20250601,http://tong.visitkorea.or.kr/cms/resource/80/3488880_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/80/3488880_image3_1.JPG,Type3,126.4359505,35.36269237,6,2.02504E+13,38,16,061-356-4331,영광법성포단오제,46,870,EV,EV01,EV010400,선택안함,선택안함
전라남도 영광군 군남면 포천리 112-5,,57060,A02,A0207,A02070200,1805013,15,2.01304E+13,20250510,20250511,http://tong.visitkorea.or.kr/cms/resource/95/3486695_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/95/3486695_image3_1.JPG,Type3,126.454585,35.24883336,6,2.02504E+13,38,16,061-350-5951,영광찰보리 축제,46,870,EV,EV01,EV010200,선택안함,선택안함
경상북도 영덕군 강구면 오포리,영덕대게로 132 영덕 해파랑 공원,36456,A02,A0207,A02070200,527620,15,2.00804E+13,20250314,20250317,http://tong.visitkorea.or.kr/cms/resource/55/3476155_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/3476155_image2_1.jpg,Type3,129.3939366,36.3616404,6,2.02503E+13,35,12,010-2894-5530,영덕대게축제,47,770,EV,EV01,EV010300,선택안함,선택안함
충청북도 영동군 영동읍 계산리,867-1,29139,A02,A0207,A02070200,650690,15,2.00811E+13,20250103,20250105,http://tong.visitkorea.or.kr/cms/resource/57/3439657_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/3439657_image3_1.jpg,Type3,127.774452,36.17502872,6,2.02501E+13,33,4,043-745-8922,영동곶감축제,43,740,EV,EV01,EV010300,선택안함,선택안함
충청북도 영동군 심천면 국악로1길 33,,29106,A02,A0207,A02070100,293084,15,2.00604E+13,20250912,20251011,http://tong.visitkorea.or.kr/cms/resource/46/3520746_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/3520746_image3_1.jpg,Type3,127.7014658,36.21178433,6,2.02509E+13,33,4,043-745-8917,영동난계국악축제,43,740,EV,EV01,EV010100,선택안함,선택안함
서울특별시 영등포구 여의도동,08월 01일,7339,A02,A0207,A02070200,525755,15,2.01203E+13,20250408,20250412,http://tong.visitkorea.or.kr/cms/resource/39/1607939_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/1607939_image3_1.jpg,Type3,126.9312014,37.52796621,6,2.02504E+13,1,20,02-2670-3128,영등포 여의도 봄꽃축제,11,560,EV,EV01,EV010500,선택안함,선택안함
강원특별자치도 속초시 금호동,610-22 영랑호 잔디광장,24834,A02,A0207,A02070200,3486026,15,2.02504E+13,20250412,20250413,http://tong.visitkorea.or.kr/cms/resource/15/3486015_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/3486015_image3_1.jpg,Type3,128.5758703,38.21343386,6,2.02504E+13,32,5,033-639-2545,영랑호 벚꽃축제,51,210,EV,EV01,EV010500,,
전라남도 영암군 영암읍 서남리,971 영암읍 달맞이공원 일대,58415,A02,A0207,A02070200,3473467,15,2.02502E+13,20250215,20250215,http://tong.visitkorea.or.kr/cms/resource/60/3473460_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/3473460_image3_1.jpg,Type3,126.6995605,34.7991743,6,2.02502E+13,38,17,010-2408-9262,영암 고구마 달빛축제,46,830,EV,EV01,EV010200,,
전라남도 영암군 군서면 왕인로 440,,58434,A02,A0207,A02070100,525445,15,2.00803E+13,20250503,20250506,http://tong.visitkorea.or.kr/cms/resource/00/3480300_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/3480300_image3_1.jpg,Type3,126.628215,34.75764446,6,2.02504E+13,38,17,061-470-2346,영암왕인문화축제,46,830,EV,EV01,EV010100,취소,선택안함
경상북도 영양군 영양읍 현리,674-1번지 빙상장일원,36532,A02,A0207,A02070200,3075387,15,2.02312E+13,20250103,20250119,http://tong.visitkorea.or.kr/cms/resource/33/3465133_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/3465133_image3_1.jpg,Type3,129.1188135,36.65162434,6,2.02501E+13,35,13,054-680-6450~6453,영양꽁꽁겨울축제,47,760,EV,EV01,EV010500,선택안함,선택안함
경상북도 포항시 북구 두호동,685-1 영일대해수욕장 일원,37626,A02,A0207,A02070200,3497291,15,2.02506E+13,20250726,20250727,http://tong.visitkorea.or.kr/cms/resource/90/3497290_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/90/3497290_image3_1.JPG,Type3,129.3782441,36.05594697,6,2.02507E+13,35,23,070-8893-2437,영일대샌드페스티벌,47,113,EV,EV01,EV010200,,
경상북도 영주시 영주동,470-1,36077,A02,A0207,A02070200,1632810,15,2.01205E+13,20250531,20250601,http://tong.visitkorea.or.kr/cms/resource/19/3115019_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/19/3115019_image3_1.JPG,Type3,128.6140004,36.82616979,6,2.02505E+13,35,14,054-630-8703,영주 소백산 철쭉제,47,210,EV,EV01,EV010500,선택안함,선택안함
경상북도 영주시 순흥면 소백로 2796,,36013,A02,A0207,A02070200,1229844,15,2.01103E+13,20250503,20250505,http://tong.visitkorea.or.kr/cms/resource/67/3487867_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/3487867_image3_1.jpg,Type3,128.5812365,36.92831579,6,2.02504E+13,35,14,054-630-8708<br>054-639-6612,영주 한국선비문화축제,47,210,EV,EV01,EV010200,선택안함,선택안함
경상북도 영주시 봉현면 신재로 964,풍기인삼문화팝업공원,36044,A02,A0207,A02070200,2613615,15,2.01907E+13,20251018,20251026,http://tong.visitkorea.or.kr/cms/resource/91/3546091_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/91/3546091_image3_1.png,Type3,128.519316,36.86771602,6,2.02509E+13,35,14,054-630-8707,영주장날 농특산물대축제,47,210,EV,EV01,EV010300,선택안함,선택안함
충청남도 예산군 군청로 22 예산군청,일원,32435,A02,A0207,A02070200,2998213,15,2.02308E+13,20250926,20250927,http://tong.visitkorea.or.kr/cms/resource/70/3514570_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/3514570_image3_1.jpg,Type3,126.8447743,36.68082653,6,2.02508E+13,34,11,02-2038-8938,예산 국가유산 야행,44,810,EV,EV01,EV010600,취소,선택안함
충청남도 예산군 예산읍 예산시장길 2,,32438,A02,A0207,A02070200,639648,15,2.0081E+13,20251023,20251026,http://tong.visitkorea.or.kr/cms/resource/93/3535693_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/3535693_image3_1.jpg,Type3,126.8496712,36.67704927,6,2.02509E+13,34,11,041-332-3506,예산사과축제,44,810,EV,EV01,EV010200,선택안함,선택안함
충청남도 예산군 예산읍 예산리,338-1 예산상설시장 일원,32438,A02,A0207,A02070200,2558866,15,2.01808E+13,20251023,20251026,http://tong.visitkorea.or.kr/cms/resource/27/3501127_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/3501127_image3_1.jpg,Type3,126.8490018,36.67648822,6,2.02508E+13,34,11,041-332-4317,예산장터 삼국축제,44,810,EV,EV01,EV010600,선택안함,선택안함
서울특별시 광진구 능동로 216 (능동),,4991,A02,A0207,A02070200,3489725,15,2.02505E+13,20250524,20250524,http://tong.visitkorea.or.kr/cms/resource/23/3489723_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/3489723_image3_1.jpg,Type3,127.0762793,37.54935522,6,2.02505E+13,1,6,02-758-2020,예술해봄,11,215,EV,EV01,EV010200,,
서울특별시 양천구 남부순환로64길 2 (신월동),서울문화예술교육센터 양천,7916,A02,A0207,A02070200,3310483,15,2.02406E+13,20250927,20250927,http://tong.visitkorea.or.kr/cms/resource/75/3498975_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/3498975_image3_1.jpg,Type3,126.8321604,37.52827274,6,2.02509E+13,1,19,02-2697-0014,예술힐링놀이터,11,470,EV,EV01,EV010200,선택안함,선택안함
경상북도 예천군 용문면 금당실길 118-32,예천군 용문면 금당실마을 일원,36835,A02,A0207,A02070200,2666150,15,2.02007E+13,20250919,20250920,http://tong.visitkorea.or.kr/cms/resource/37/3520837_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/3520837_image3_1.jpg,Type3,128.4105058,36.69320341,6,2.02508E+13,35,16,054-650-8244,예천 금당야행,47,900,EV,EV01,EV010200,선택안함,선택안함
경상북도 예천군 예천읍 남본리,310-1 한천체육공원,,A02,A0207,A02070200,1937428,15,2.01407E+13,20251031,20251102,http://tong.visitkorea.or.kr/cms/resource/19/3113119_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/3113119_image3_1.jpg,Type3,128.4524337,36.65301435,6,2.02506E+13,35,16,054-650-6037,예천활축제,47,900,EV,EV01,EV010200,선택안함,선택안함
인천광역시 중구 월미로 33 (북성동1가),,22306,A02,A0208,A02081300,3522322,15,2.02508E+13,20250920,20250921,http://tong.visitkorea.or.kr/cms/resource/21/3522321_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/3522321_image3_1.jpg,Type3,126.6146651,37.47613606,6,2.02508E+13,2,10,010-2258-9475,오! 슬로우 마켓,28,110,EV,EV03,EV030400,선택안함,선택안함
서울특별시 성동구 연무장15길 11 (성수동2가),,4783,A02,A0207,A02070200,3535150,15,2.02509E+13,20250925,20250928,http://tong.visitkorea.or.kr/cms/resource/30/3535130_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/3535130_image3_1.jpg,Type3,127.059481,37.54230852,6,2.02509E+13,1,16,010-5532-2781,오늘전통축제,11,200,EV,EV01,EV010200,,
강원특별자치도 평창군 진부면 오대산로 374-8,월정사,25318,A02,A0207,A02070200,141282,15,2.00609E+13,20251017,20251019,http://tong.visitkorea.or.kr/cms/resource/78/3017578_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/3017578_image3_1.jpg,Type3,128.5920587,37.73122904,6,2.02509E+13,32,15,010-2814-1055,오대산문화축전,51,760,EV,EV01,EV010200,선택안함,선택안함
인천광역시 중구 월미로 33 (북성동1가),,22306,A02,A0207,A02070200,3504882,15,2.02507E+13,20250726,20250727,http://tong.visitkorea.or.kr/cms/resource/79/3504879_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/79/3504879_image3_1.png,Type3,126.6146651,37.47613606,6,2.02507E+13,2,10,070-7779-7128,오픈포트사운드 페스티벌(Open Port Sound),28,110,EV,EV01,EV010200,,
충청북도 옥천군 이원면 이원로 828,일원,29063,A02,A0207,A02070200,969709,15,2.01003E+13,20250328,20250330,http://tong.visitkorea.or.kr/cms/resource/62/3480662_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/3480662_image3_1.jpg,Type3,127.6276548,36.24619297,6,2.02503E+13,33,5,043-730-3592,옥천묘목축제,43,730,EV,EV01,EV010600,선택안함,선택안함
부산광역시 동래구 중앙대로 1324 (온천동),,47734,A02,A0207,A02070200,3434800,15,2.02412E+13,20241220,20250202,http://tong.visitkorea.or.kr/cms/resource/94/3434794_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/3434794_image3_1.jpg,Type3,129.0785082,35.20565373,6,2.02412E+13,6,6,,온천천 빛 축제,26,260,EV,EV01,EV010200,,
서울특별시 광진구 강변북로 2273 (자양동),뚝섬한강공원,5097,A02,A0207,A02070200,3542100,15,2.02509E+13,20251025,20251026,http://tong.visitkorea.or.kr/cms/resource/89/3542089_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/89/3542089_image3_1.JPG,Type3,127.0739939,37.52941861,6,2.02509E+13,1,6,02-120,올댓댄스페스티벌,11,215,EV,EV01,EV010200,,
대구광역시 서구 상리동,산 119-5,41750,A02,A0207,A02070200,3482671,15,2.02503E+13,20250405,20250405,http://tong.visitkorea.or.kr/cms/resource/64/3482664_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/3482664_image3_1.jpg,Type3,128.5305489,35.87141585,6,2.02503E+13,4,6,053-663-2181,와룡산 와~봄 축제,27,170,EV,EV01,EV010500,취소,
전라남도 완도군 신지면 명사십리길 85-207,,59146,A02,A0207,A02070200,3444186,15,2.02412E+13,20250101,20250101,http://tong.visitkorea.or.kr/cms/resource/41/3444141_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/3444141_image3_1.jpg,Type3,126.8154145,34.32797072,6,2.02501E+13,38,18,061-550-5431,완도 해맞이행사,46,890,EV,EV01,EV010500,취소,
전라남도 완도군 완도읍 해변공원로 52,,59117,A02,A0207,A02070200,1262227,15,2.01104E+13,20250503,20250506,http://tong.visitkorea.or.kr/cms/resource/83/3487983_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/3487983_image3_1.jpg,Type3,126.750276,34.31873735,6,2.02504E+13,38,18,061-550-5431,완도장보고수산물축제,46,890,EV,EV01,EV010200,,
전북특별자치도 완주군 운주면 산북리,611-67,55300,A02,A0207,A02070200,2987912,15,2.02305E+13,20250607,20250608,http://tong.visitkorea.or.kr/cms/resource/96/3482696_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/3482696_image3_1.jpg,Type3,127.3316652,36.11610256,6,2.02507E+13,37,8,063-290-3978,완주 대둔산 축제,52,710,EV,EV01,EV010500,선택안함,선택안함
전북특별자치도 완주군 구이면 모악산길 111-6,,55362,A02,A0207,A02070200,2990278,15,2.02306E+13,20250405,20250406,http://tong.visitkorea.or.kr/cms/resource/71/3482471_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/3482471_image3_1.jpg,Type3,127.1069399,35.72774842,6,2.02504E+13,37,8,063-290-3977,완주 모악산 웰니스 축제,52,710,EV,EV01,EV010600,취소,선택안함
전북특별자치도 완주군 고산면 고산휴양림로 89,완주 고산자연휴양림 일원,55312,A02,A0207,A02070200,1336591,15,2.01107E+13,20250926,20250928,http://tong.visitkorea.or.kr/cms/resource/68/3424168_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/68/3424168_image3_1.JPG,Type3,127.2312252,35.9742142,6,2.02509E+13,37,8,063-290-3976~8,완주 와일드&로컬푸드축제,52,710,EV,EV01,EV010200,선택안함,선택안함
